level_0,index,Name,Distance [Mpc],RA,Dec,l,b,sigma_e [km/s]
369,370,PGC 13635,18.967,55.6887,-33.9206,234.162,-52.7572,-9.9
370,371,PGC 74950,18.967,55.8033,-34.6431,235.357,-52.6739,-9.9
371,372,PGC 13671,28.633,55.8442,-33.9403,234.2,-52.6288,44.0
372,373,PGC 74952,18.967,55.8467,-34.6953,235.444,-52.6386,-9.9
373,374,PGC 74960,18.967,55.9762,-33.0397,232.726,-52.487,-9.9
374,375,PGC 74965,18.967,56.1046,-35.8567,237.351,-52.4225,-9.9
375,376,PGC 74966,18.967,56.1129,-35.6644,237.036,-52.4185,-9.9
376,377,PGC 74968,18.967,56.1371,-35.1958,236.268,-52.402,-9.9
377,378,PGC 74969,18.967,56.1637,-35.9825,237.556,-52.3723,-9.9
378,379,PGC 74970,18.967,56.185,-35.6833,237.066,-52.3597,-9.9
379,380,NGC 439,25.238,56.2079,-21.9206,215.147,-50.4105,150.7
380,381,PGC 13749,18.967,56.2496,-36.3194,238.105,-52.2955,-9.9
381,382,FCC 1,20.367,56.2646,-35.9725,237.537,-52.2909,60.0
382,383,PGC 13758,16.65,56.3087,-36.9367,239.11,-52.2282,-9.9
383,384,PGC 74982,18.967,56.3787,-34.505,235.141,-52.1984,-9.9
384,385,PGC 74983,18.967,56.3904,-37.0833,239.345,-52.1572,-9.9
385,386,PGC 74985,18.967,56.4496,-35.0606,236.047,-52.1462,-9.9
386,387,PGC 74987,18.967,56.5342,-36.8225,238.914,-52.0521,-9.9
387,388,NGC 460,21.325,56.5571,-36.6964,238.708,-52.0379,-9.9
388,389,PGC 74990,18.967,56.6392,-34.6858,235.44,-51.9869,-9.9
389,390,PGC 13822,18.967,56.6571,-37.1594,239.455,-51.9416,-9.9
390,391,PGC 74993,18.967,56.7562,-36.4375,238.281,-51.8849,-9.9
391,392,PGC 13839,17.05,56.7842,-36.3267,238.101,-51.8648,-9.9
392,393,PGC 74994,18.967,56.7875,-32.7739,232.352,-51.7929,-9.9
393,394,PGC 13844,18.967,56.8175,-32.3031,231.595,-51.7374,-9.9
394,395,FCC 1,18.967,56.8912,-35.9528,237.494,-51.784,-9.9
395,396,PGC 74998,18.967,56.9062,-36.3631,238.156,-51.7657,-9.9
396,397,PGC 13864,19.7,56.9696,-36.4717,238.33,-51.7126,-9.9
397,398,PGC 74999,18.967,57.0087,-35.0267,235.998,-51.6881,-9.9
398,399,PGC 75000,18.967,57.0179,-36.7461,238.771,-51.6672,-9.9
399,400,PGC 75002,18.967,57.0417,-37.5256,240.025,-51.6208,-9.9
400,401,PGC 75003,18.967,57.0917,-36.1069,237.74,-51.6202,-9.9
401,402,PGC 75007,18.967,57.3017,-36.9742,239.128,-51.4339,-9.9
402,403,PGC 13930,18.967,57.4542,-35.9456,237.477,-51.3284,-9.9
403,404,PGC 13950,16.6,57.6529,-35.9094,237.418,-51.1676,30.0
404,405,PGC 75013,18.967,57.7196,-35.1711,236.242,-51.1085,-9.9
405,406,PGC 75015,18.967,57.755,-36.6833,238.65,-51.0779,-9.9
406,407,AGC 23010,15.514,58.0037,-33.4678,233.552,-50.815,11.4
407,408,NGC 549,15.983,63.9379,-55.5922,265.405,-43.8015,193.8
408,409,NGC 600,54.7,67.9162,-5.08611,200.416,-33.2416,293.0
409,410,Abell_496 1,33.0,68.2792,-13.2108,209.465,-36.5813,47.0
410,411,Abell_496 2,33.0,68.2867,-13.0433,209.279,-36.506,45.0
411,412,Abell_496 3,33.0,68.3004,-13.0803,209.328,-36.5089,33.0
412,413,Abell_496 4,33.0,68.3242,-13.2603,209.544,-36.5615,18.0
413,414,Abell_496 5,33.0,68.3287,-13.2908,209.581,-36.5699,49.0
414,415,Abell_496 6,33.0,68.3346,-13.0542,209.315,-36.4679,72.0
415,416,Abell_496 7,33.0,68.3392,-13.0714,209.337,-36.4709,27.0
416,417,Abell_496 8,33.0,68.3525,-13.1867,209.474,-36.5063,21.0
417,418,Abell_496 9,33.0,68.3537,-13.2286,209.522,-36.5223,41.0
418,419,,33.0,68.3546,-13.1519,209.436,-36.4902,26.0
419,420,Abell_496 1,33.0,68.3558,-13.2375,209.534,-36.5241,39.0
420,421,Abell_496 2,33.0,68.3562,-13.0689,209.342,-36.4547,26.0
421,422,Abell_496 3,33.0,68.3604,-13.2883,209.594,-36.5408,40.0
422,423,Abell_496 4,33.0,68.3742,-13.1478,209.441,-36.4711,31.0
423,424,Abell_496 5,33.0,68.3812,-13.2819,209.597,-36.5197,51.0
424,425,Abell_496 6,33.0,68.3837,-13.255,209.567,-36.5064,79.0
425,426,Abell_496 7,33.0,68.3883,-13.2869,209.606,-36.5154,124.0
426,427,Abell_496 8,33.0,68.3896,-13.3147,209.638,-36.5256,83.0
427,428,Abell_496 9,33.0,68.3937,-13.1936,209.503,-36.4725,19.0
428,429,,33.0,68.4054,-13.2556,209.579,-36.4874,103.0
429,430,Abell_496 1,33.0,68.4092,-13.2503,209.574,-36.4819,147.0
430,431,Abell_496 2,33.0,68.4129,-13.2222,209.544,-36.4671,26.0
431,432,Abell_496 3,33.0,68.4154,-13.2403,209.566,-36.4723,37.0
432,433,Abell_496 4,33.0,68.4237,-13.2644,209.598,-36.4748,176.0
433,434,Abell_496 5,33.0,68.4254,-13.2817,209.618,-36.4803,77.0
434,435,Abell_496 6,33.0,68.4254,-13.2164,209.544,-36.4537,36.0
435,436,Abell_496 7,33.0,68.4283,-13.1464,209.466,-36.4224,53.0
436,437,Abell_496 8,33.0,68.4292,-13.0872,209.399,-36.3974,56.0
437,438,Abell_496 9,33.0,68.4292,-12.99,209.289,-36.3575,21.0
438,439,,33.0,68.4404,-13.095,209.414,-36.3906,46.0
439,440,Abell_496 1,33.0,68.4446,-13.2989,209.647,-36.4703,73.0
440,441,Abell_496 2,33.0,68.4525,-13.0994,209.425,-36.3817,46.0
441,442,Abell_496 3,33.0,68.4546,-13.0889,209.414,-36.3755,55.0
442,443,Abell_496 4,33.0,68.4592,-12.9958,209.311,-36.3332,39.0
443,444,Abell_496 5,33.0,68.4646,-13.1933,209.537,-36.4094,21.0
444,445,Abell_496 6,33.0,68.47,-13.2567,209.612,-36.4305,52.0
445,446,Abell_496 7,33.0,68.4817,-13.1736,209.523,-36.3862,30.0
446,447,Abell_496 8,33.0,68.4842,-12.9869,209.313,-36.3074,43.0
447,448,Abell_496 9,33.0,68.4958,-13.1075,209.455,-36.3465,27.0
448,449,,33.0,68.5067,-13.2333,209.603,-36.3884,151.0
449,450,Abell_496 1,33.0,68.5133,-13.2197,209.591,-36.3769,87.0
450,451,Abell_496 2,33.0,68.5354,-13.1981,209.578,-36.3484,31.0
451,452,Abell_496 3,33.0,68.5442,-13.1325,209.508,-36.3138,38.0
452,453,Abell_496 4,33.0,68.5542,-13.1678,209.553,-36.3194,50.0
453,454,Abell_496 5,33.0,68.5546,-13.2089,209.599,-36.3358,43.0
454,455,Abell_496 6,33.0,68.5642,-13.14,209.526,-36.2991,22.0
455,456,NGC 665,37.5,72.0712,-5.4275,203.102,-29.7781,90.8
456,457,PGC 16060,37.8,72.1433,-3.86722,201.57,-28.9674,110.4
457,458,NGC 700,41.078,74.2346,-4.86583,203.699,-27.6139,218.3
458,459,Carina,0.103,100.403,-50.9661,260.112,-22.2235,3.7
459,460,NGC 300,34.8,113.083,85.7094,127.707,27.8089,249.2
460,461,UGC 960,33.2,115.095,23.275,196.609,20.6979,83.0
461,462,NGC 481,32.0,119.307,23.7678,197.607,24.4811,167.5
462,463,IC 2253,76.233,124.141,21.41,201.794,27.8518,230.0
463,464,NGC 553,66.268,124.396,20.9031,202.425,27.8977,199.0
464,465,NGC 549,14.7,124.743,57.8031,159.664,34.2366,141.9
465,466,NGC 556,66.268,124.753,20.9369,202.521,28.2224,173.0
466,467,NGC 557,72.15,124.795,21.4358,202.005,28.4314,183.0
467,468,AGC 180199,76.022,124.832,21.0589,202.42,28.3342,-9.9
468,469,AGC 180200,66.268,124.851,21.0036,202.486,28.3314,-9.9
469,470,NGC 560,66.268,124.966,20.985,202.548,28.4256,233.0
470,471,NGC 562,66.268,125.098,21.1314,202.441,28.5919,-9.9
471,472,NGC 563,69.875,125.149,21.0678,202.527,28.614,271.0
472,473,AGC 180220,66.268,125.213,21.055,202.565,28.6662,-9.9
473,474,NGC 569,66.268,125.338,20.8675,202.811,28.7102,161.0
474,475,AGC 180226,66.268,125.36,21.1308,202.538,28.8208,-9.9
475,476,NGC 577,36.9,125.681,22.5531,201.12,29.5827,196.3
476,477,AGC 180237,66.268,125.721,21.0781,202.727,29.1185,146.0
477,478,IC 2341,74.0,125.922,21.435,202.417,29.4175,142.0
478,479,NGC 592,45.833,126.783,25.9703,197.718,31.6106,191.4
479,480,NGC 594,35.1,126.821,25.8789,197.832,31.6161,167.5
480,481,UGC 551,28.0,131.025,49.7939,169.394,38.2745,165.6
481,482,Ursa_Major_II,0.034,132.875,63.13,152.464,37.4429,10.5
482,483,NGC 679,30.5,132.887,30.8653,193.6,38.0406,101.2
483,484,NGC 695,35.722,133.613,-3.06694,231.03,25.4703,180.7
484,485,NGC 685,13.475,133.895,58.7344,157.779,38.8957,104.5
485,486,NGC 698,27.1,133.902,-3.18389,231.31,25.6524,192.8
486,487,NGC 699,26.22,133.953,-3.1275,231.287,25.7258,127.1
487,488,NGC 694,71.684,134.247,51.3319,167.236,40.2133,145.0
488,489,NGC 764,37.4,137.072,21.4433,206.504,39.2329,106.9
489,490,NGC 768,20.067,137.906,60.0372,155.495,40.5634,198.2
490,491,NGC 778,37.75,138.102,35.0275,189.104,43.0203,132.1
491,492,UGC 879,1.253,139.009,52.84,164.665,42.8843,-9.9
492,493,NGC 824,40.7,139.759,26.27,201.239,42.9212,127.4
493,494,NGC 852,29.3,140.811,40.1639,182.097,45.4284,157.0
494,495,NGC 859,27.333,141.077,34.5136,190.155,45.4014,162.9
495,496,NGC 880,24.075,142.394,62.4906,151.461,41.7666,132.1
496,497,Leo_T,0.411,143.722,17.0514,214.852,43.6609,9.4
497,498,NGC 962,33.2,145.225,5.16583,229.997,39.6682,145.2
498,499,NGC 974,24.73,145.639,-3.69917,239.512,35.0142,226.5
499,500,NGC 950,19.975,145.646,58.8514,155.19,44.6642,156.0
500,501,IC 560,27.2,146.472,-0.268333,236.69,37.7167,75.7
501,502,NGC 032,26.217,148.034,29.2361,199.011,50.6715,82.0
502,503,PGC 28887,41.0,149.931,11.6608,225.369,46.9173,128.5
503,504,NGC 091,52.525,150.06,-19.6369,256.757,27.5031,267.3
504,505,NGC 073,24.52,150.217,55.6189,157.992,48.2462,62.2
505,506,NGC 098,20.267,150.57,24.7111,206.804,52.0643,126.2
506,507,UGC 408,45.8,150.966,59.4361,152.696,46.8454,60.4
507,508,PGC 29321,40.9,151.463,12.9614,224.655,48.8417,66.4
508,509,Segue_I,0.023,151.767,16.0819,220.478,50.4258,6.7
509,510,Leo_I,0.243,152.117,12.3064,225.986,49.1124,92.0
510,511,NGC 156,21.97,153.172,3.12944,238.259,45.1332,68.7
511,512,IC 598,35.3,153.202,43.1456,175.806,54.2672,99.1
512,513,Sextans_I,0.085,153.262,-1.61472,243.498,42.2721,7.6
513,514,NGC 193,29.31,154.604,21.8939,212.969,54.9343,178.6
514,515,NGC 182,34.0,154.887,58.2058,152.687,49.2186,112.7
515,516,NGC 226,29.837,155.862,19.8986,216.927,55.4432,152.4
516,517,NGC 230,40.8,155.933,12.5678,228.387,52.5265,180.3
517,518,NGC 245,23.525,156.827,28.5075,201.905,58.2207,177.0
518,519,NGC 248,24.6,156.939,22.8472,212.374,57.2716,87.9
519,520,Ursa_Minor_I,0.101,158.72,51.92,159.431,54.4143,6.6
520,521,HCC 7,47.206,159.089,-27.5228,269.525,26.4477,-9.9
521,522,HCC 4,47.206,159.092,-27.5522,269.546,26.425,-9.9
522,523,NGC 308,51.62,159.093,-27.4381,269.476,26.5206,-9.9
523,524,HCC 5,47.206,159.095,-27.5947,269.575,26.391,-9.9
524,525,PGC 31441,55.2,159.096,-27.3547,269.427,26.5912,-9.9
525,526,HCC 9,47.206,159.099,-27.2219,269.347,26.7035,-9.9
526,527,HCC 4,47.206,159.1,-27.4631,269.497,26.503,-9.9
527,528,HCC 9,47.206,159.102,-27.5919,269.578,26.3964,-9.9
528,529,HCC 2,47.206,159.102,-27.2353,269.358,26.6938,-9.9
529,530,,47.206,159.102,-27.1956,269.334,26.7271,-9.9
530,531,HCC 9,47.206,159.102,-27.3692,269.441,26.5825,-9.9
531,532,PGC 31444,47.206,159.103,-27.5819,269.573,26.4055,-9.9
532,533,,47.206,159.104,-27.3661,269.441,26.5858,-9.9
533,534,HCC 8,47.206,159.108,-27.29,269.397,26.6511,-9.9
534,535,HCC 2,47.206,159.108,-27.5978,269.587,26.3948,-9.9
535,536,HCC 6,47.206,159.11,-27.5378,269.552,26.4458,-9.9
536,537,HCC 1,47.206,159.11,-27.545,269.556,26.4398,-9.9
537,538,HCC 9,47.206,159.111,-27.4536,269.5,26.5162,-9.9
538,539,PGC 755661,41.2,159.112,-27.3906,269.462,26.5694,-9.9
539,540,HCC 3,47.206,159.114,-27.5244,269.547,26.4588,-9.9
540,541,,47.206,159.115,-27.5367,269.555,26.4488,-9.9
541,542,PGC 31447,55.2,159.115,-27.3197,269.421,26.6298,-9.9
542,543,HCC 4,47.206,159.117,-27.5153,269.543,26.4676,-9.9
543,544,HCC 2,47.206,159.117,-27.4936,269.53,26.4857,-9.9
544,545,HCC 8,47.206,159.12,-27.2433,269.378,26.6957,-9.9
545,546,PGC 31450,55.2,159.121,-27.4839,269.527,26.4959,-9.9
546,547,HCC 1,47.206,159.122,-27.4567,269.511,26.5192,-9.9
547,548,HCC 4,47.206,159.124,-27.5575,269.575,26.4361,-9.9
548,549,HCC 2,47.206,159.129,-27.2994,269.42,26.6537,-9.9
549,550,HCC 3,47.206,159.129,-27.2542,269.392,26.6914,-9.9
550,551,HCC 5,47.206,159.135,-27.5397,269.574,26.4564,-9.9
551,552,HCC 5,47.206,159.137,-27.2542,269.398,26.6951,-9.9
552,553,HCC 2,47.206,159.14,-27.4497,269.522,26.5335,-9.9
553,554,HCC 7,47.206,159.141,-27.4614,269.53,26.5244,-9.9
554,555,HCC 6,47.206,159.147,-27.2558,269.408,26.699,-9.9
555,556,PGC 31465,55.2,159.148,-27.4706,269.541,26.5202,-9.9
556,557,HCC 8,47.206,159.148,-27.2267,269.391,26.7235,-9.9
557,558,NGC 309,52.222,159.149,-27.5183,269.572,26.4808,-9.9
558,559,HCC 7,47.206,159.149,-27.2644,269.415,26.6927,-9.9
559,560,HCC 2,47.206,159.15,-27.3267,269.454,26.641,-9.9
560,561,,47.206,159.152,-27.5947,269.621,26.4185,-9.9
561,562,HCC 8,47.206,159.152,-27.2114,269.385,26.7385,-9.9
562,563,HCC 5,47.206,159.155,-27.3819,269.493,26.5976,-9.9
563,564,HCC 6,47.206,159.158,-27.1947,269.379,26.7551,-9.9
564,565,HCC 3,47.206,159.158,-27.5944,269.626,26.422,-9.9
565,566,HCC 9,47.206,159.162,-27.4189,269.521,26.5701,-9.9
566,567,HCC 7,47.206,159.162,-27.3569,269.483,26.6221,-9.9
567,568,HCC 6,47.206,159.165,-27.5447,269.602,26.467,-9.9
568,569,PGC 141483,47.206,159.168,-27.5494,269.607,26.4644,-9.9
569,570,HCC 3,47.206,159.169,-27.4219,269.529,26.5712,-9.9
570,571,HCC 8,47.206,159.17,-27.3275,269.471,26.6503,-9.9
571,572,PGC 31476,55.2,159.172,-27.5611,269.617,26.4563,-9.9
572,573,HCC 6,47.206,159.172,-27.3936,269.514,26.5962,-9.9
573,574,HCC 8,47.206,159.173,-27.2769,269.443,26.6939,-9.9
574,575,NGC 311,51.021,159.178,-27.5283,269.602,26.4869,-9.9
575,576,PGC 141484,55.2,159.178,-27.5861,269.638,26.4387,-9.9
576,577,HCC 8,42.8,159.18,-27.425,269.54,26.5737,-9.9
577,578,HCC 7,47.206,159.18,-27.5956,269.645,26.4315,-9.9
578,579,HCC 1,47.206,159.182,-27.2917,269.459,26.6861,-9.9
579,580,HCC 5,47.206,159.182,-27.5494,269.618,26.4712,-9.9
580,581,HCC 5,47.206,159.185,-27.5231,269.604,26.4946,-9.9
581,582,PGC 31483,55.2,159.187,-27.4694,269.573,26.5403,-9.9
582,583,HCC 4,47.206,159.187,-27.3836,269.52,26.6119,-9.9
583,584,HCC 4,47.206,159.188,-27.2414,269.433,26.7309,-9.9
584,585,HCC 1,47.206,159.19,-27.5825,269.645,26.4474,-9.9
585,586,HCC 7,36.7,159.19,-27.5089,269.6,26.5091,-9.9
586,587,HCC 6,38.8,159.192,-27.5236,269.61,26.4974,-9.9
587,588,,47.206,159.197,-27.4036,269.541,26.6001,-9.9
588,589,HCC 1,47.206,159.197,-27.225,269.43,26.7491,-9.9
589,590,HCC 7,47.206,159.201,-27.4811,269.592,26.5373,-9.9
590,591,HCC 2,47.206,159.201,-27.4464,269.571,26.5665,-9.9
591,592,PGC 141485,34.3,159.204,-27.5003,269.606,26.5228,-9.9
592,593,PGC 87330,47.206,159.204,-27.3889,269.538,26.6159,-9.9
593,594,HCC 8,47.206,159.208,-27.3297,269.504,26.6671,-9.9
594,595,PGC 753828,50.2,159.209,-27.5133,269.618,26.5145,-9.9
595,596,,35.1,159.212,-27.3839,269.541,26.6237,-9.9
596,597,HCC 1,47.206,159.217,-27.5297,269.635,26.5047,-9.9
597,598,PGC 141487,38.5,159.219,-27.5378,269.642,26.499,-9.9
598,599,HCC 7,47.206,159.224,-27.5267,269.639,26.5107,-9.9
599,600,HCC 2,47.206,159.231,-27.5986,269.689,26.4539,-9.9
600,601,NGC 301,25.15,159.233,21.8822,215.231,59.0502,110.9
601,602,HCC 3,47.206,159.235,-27.5069,269.636,26.5327,-9.9
602,603,PGC 101368,39.0,159.237,-27.5683,269.676,26.4825,-9.9
603,604,HCC 9,47.206,159.239,-27.5869,269.688,26.4675,-9.9
